UserID,Name,Surname,Gender,Race,Province,Social Media Handle,Channel2,RecordDate2,Duration 2
69455,Yong,Restivo,male,white,Western Cape,@Yong 48,Supersport Live Events,26/03/2016 16:36,2026-04-10T00:03:04.000Z
69707,Samuel,Pascarella,male,indian_asian,Kwazulu Natal,@Samuel 26,SuperSport Blitz,19/03/2016 22:13,2026-04-10T00:01:50.000Z
69889,Hugh,Sytsma,male,coloured,Western Cape,@Hugh1,Boomerang,06/03/2016 17:54,2026-04-10T00:04:43.000Z
71491,Filiberto,Mastrangelo,male,other,Gauteng,@Filiberto 4,Trace TV,26/03/2016 07:02,2026-04-10T00:00:06.000Z
72316,Teresia,Beville,female,coloured,Mpumalanga,@Teresia 20,Supersport Live Events,18/01/2016 17:43,2026-04-10T00:33:18.000Z
80147,None,None,None,None,None,None,Supersport Live Events,26/03/2016 10:14,2026-04-10T00:00:30.000Z
82389,None,None,None,None,None,None,DStv Events 1,08/01/2016 11:33,2026-04-10T00:09:30.000Z
82694,None,None,None,None,None,None,SuperSport Blitz,30/03/2016 18:42,2026-04-10T00:01:52.000Z
82780,None,None,None,None,None,None,Channel O,26/03/2016 06:54,2026-04-10T00:10:33.000Z
83865,None,None,None,None,None,None,kykNET,18/01/2016 18:23,2026-04-10T00:01:24.000Z
85476,Briana,Caves,female,black,Kwazulu Natal,@Briana 40,Africa Magic,02/01/2016 14:48,2026-04-10T00:02:06.000Z
85945,Emerson,Sytsma,male,white,Gauteng,@Emerson 24,E! Entertainment,02/01/2016 1:18,2026-04-10T00:25:34.000Z
86003,Randy,Leicht,male,black,Gauteng,@Randy 39,Supersport Live Events,08/01/2016 14:51,2026-04-10T00:00:52.000Z
86582,Royal,Restivo,male,black,Limpopo,@Royal 17,Channel O,26/01/2016 17:29,2026-04-10T00:37:48.000Z
87234,None,None,None,None,None,None,Channel O,15/01/2016 07:44,2026-04-10T00:01:06.000Z
91694,Irving,Luthy,male,coloured,Gauteng,@Irving 5,Africa Magic,22/01/2016 07:39,2026-04-10T00:00:14.000Z
98046,Donald,Zweifel,male,black,Kwazulu Natal,@Donald 22,Channel O,13/01/2016 18:36,2026-04-10T00:02:48.000Z
99045,Earl,Shkreli,male,other,Limpopo,@Earl 42,Trace TV,01/01/2016 19:24,2026-04-10T00:02:39.000Z
100538,None,None,None,None,None,None,Supersport Live Events,24/03/2016 14:25,2026-04-10T01:32:30.000Z
102190,Haywood,Sieren,male,white,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,25/03/2016 15:40,2026-04-10T00:02:40.000Z
103451,Roxane,Lavoie,female,black,Gauteng,@Roxane 11,E! Entertainment,16/01/2016 15:26,2026-04-10T00:07:28.000Z
103657,Romeo,Tatham,male,white,Mpumalanga,@Romeo 37,M-Net,19/03/2016 17:11,2026-04-10T00:02:58.000Z
104516,None,None,None,None,None,None,CNN,26/03/2016 05:48,2026-04-10T00:01:09.000Z
115255,Yong,Jacox,male,black,Kwazulu Natal,@Yong 48,Africa Magic,28/01/2016 17:53,2026-04-10T00:00:04.000Z
115518,Bret,Jacox,male,black,Gauteng,@Bret 31,E! Entertainment,05/03/2016 17:41,2026-04-10T00:01:48.000Z
117954,None,None,None,None,None,None,ICC Cricket World Cup 2011,05/03/2016 9:15,2026-04-10T00:01:00.000Z
119673,Lillian,Borelli,female,white,Kwazulu Natal,@Lillian 47,Cartoon Network,15/01/2016 08:13,2026-04-10T00:10:49.000Z
120169,Katharina,Condie,female,black,Gauteng,@Katharina 21,Africa Magic,08/01/2016 15:32,2026-04-10T00:01:58.000Z
120870,Earl,Jacox,male,white,Mpumalanga,@Earl 42,Cartoon Network,27/01/2016 15:05,2026-04-10T00:00:07.000Z
122451,None,None,None,None,None,None,Channel O,20/01/2016 13:06,2026-04-10T00:00:12.000Z
131449,None,None,None,None,None,None,CNN,15/01/2016 15:55,2026-04-10T00:05:40.000Z
134526,None,None,None,None,None,None,Vuzu,07/01/2016 11:03,2026-04-10T00:00:01.000Z
135780,Wilburn,Bilyeu,male,black,Kwazulu Natal,@Wilburn 30,Supersport Live Events,15/01/2016 17:57,2026-04-10T00:01:22.000Z
140005,Hyman,Martello,male,coloured,Eastern Cape,@Hyman 8,Break in transmission,01/03/2016 19:31,2026-04-10T00:00:10.000Z
147935,None,None,None,None,None,None,Boomerang,11/01/2016 7:44,2026-04-10T00:04:22.000Z
150729,Wilburn,Singer,male,white,Mpumalanga,@Wilburn 30,ICC Cricket World Cup 2011,15/03/2016 09:50,2026-04-10T00:02:32.000Z
150741,Eula,Mccown,female,black,Gauteng,@Eula 29,Africa Magic,20/01/2016 07:47,2026-04-10T00:10:21.000Z
152716,None,None,None,None,None,None,E! Entertainment,25/01/2016 07:26,2026-04-10T00:03:22.000Z
159026,Iva,Styer,female,coloured,Gauteng,@Iva 21,Supersport Live Events,06/03/2016 12:58,2026-04-10T00:02:10.000Z
159156,None,None,None,None,None,None,Cartoon Network,06/03/2016 10:17,2026-04-10T00:00:21.000Z
162361,Hugh,Caves,male,black,Gauteng,@Hugh1,M-Net,11/01/2016 18:02,2026-04-10T00:02:12.000Z
162937,Brendan,Luthy,male,white,Gauteng,@Brendan 45,E! Entertainment,23/01/2016 16:25,2026-04-10T00:02:50.000Z
163109,Haywood,Lavoie,male,None,Western Cape,@Haywood 9,Cartoon Network,29/03/2016 18:13,2026-04-10T00:01:00.000Z
170792,Emerson,Tancredi,male,black,Gauteng,@Emerson 24,Channel O,29/03/2016 03:02,2026-04-10T00:00:00.000Z
173765,None,None,None,None,None,None,Trace TV,08/01/2016 7:29,2026-04-10T00:01:03.000Z
177269,None,None,None,None,None,None,M-Net,09/01/2016 8:25,2026-04-10T00:03:10.000Z
178022,Len,Mina,male,white,Mpumalanga,@Len 44,ICC Cricket World Cup 2011,29/03/2016 12:51,2026-04-10T00:04:42.000Z
178813,Yong,Gettys,male,coloured,Gauteng,@Yong 48,Supersport Live Events,15/01/2016 08:40,2026-04-10T00:01:04.000Z
178992,Krysta,Mastrangelo,female,indian_asian,Limpopo,@Krysta 37,Cartoon Network,06/01/2016 20:01,2026-04-10T00:00:59.000Z
182630,None,None,None,None,None,None,Trace TV,27/03/2016 21:29,2026-04-10T00:01:18.000Z
183425,Wilburn,Jacox,male,black,Mpumalanga,@Wilburn 30,Africa Magic,02/01/2016 9:57,2026-04-10T00:00:54.000Z
183982,Bess,Jacox,female,black,Gauteng,@Bess 15,Africa Magic,26/01/2016 16:46,2026-04-10T00:00:29.000Z
187786,Iva,Styer,female,white,Kwazulu Natal,@Iva 26,Supersport Live Events,05/01/2016 14:48,2026-04-10T00:00:48.000Z
189027,Earl,Paradis,male,coloured,Free State,@Earl 42,Trace TV,29/03/2016 17:17,2026-04-10T00:03:18.000Z
189392,None,None,None,None,None,None,Trace TV,29/03/2016 17:06,2026-04-10T00:01:12.000Z
190586,None,None,None,None,None,None,Boomerang,17/01/2016 17:07,2026-04-10T00:00:17.000Z
193886,None,None,None,None,None,None,ICC Cricket World Cup 2011,30/03/2016 08:03,2026-04-10T00:00:12.000Z
196084,Bernardo,Langenfeld,male,coloured,Northern Cape,@Bernardo 32,M-Net,04/01/2016 3:42,2026-04-10T00:05:52.000Z
199852,None,None,None,None,None,None,kykNET,04/01/2016 8:37,2026-04-10T00:01:33.000Z
202019,Irving,Creager,male,indian_asian,Western Cape,@Irving 5,ICC Cricket World Cup 2011,30/03/2016 08:59,2026-04-10T00:04:16.000Z
206207,Markus,Sieren,male,indian_asian,Gauteng,@Markus 19,E! Entertainment,30/03/2016 13:18,2026-04-10T00:00:28.000Z
210187,Wilburn,Lavoie,male,black,North West,@Wilburn 30,Africa Magic,22/01/2016 19:52,2026-04-10T00:00:35.000Z
211993,None,None,None,None,None,None,CNN,24/02/2016 06:08,2026-04-10T00:00:23.000Z
212439,None,None,None,None,None,None,Boomerang,04/03/2016 23:12,2026-04-10T00:14:27.000Z
220052,Emilie,Deblois,female,white,Northern Cape,@Emilie 44,Boomerang,25/03/2016 12:51,2026-04-10T00:16:44.000Z
220098,Romeo,Singer,male,white,Eastern Cape,@Romeo 37,E! Entertainment,31/03/2016 09:28,2026-04-10T00:00:40.000Z
221281,None,None,None,None,None,None,Trace TV,27/01/2016 10:57,2026-04-10T00:00:42.000Z
223263,Hugh,Leicht,male,white,Limpopo,@Hugh1,Cartoon Network,30/01/2016 18:01,2026-04-10T00:00:17.000Z
229151,Lane,Mcclaine,male,black,Gauteng,@Lane 11,Cartoon Network,27/01/2016 09:34,2026-04-10T00:00:23.000Z
233448,Luanna,Hoadley,female,coloured,Eastern Cape,@Luanna 43,Cartoon Network,16/01/2016 11:42,2026-04-10T00:05:32.000Z
237510,Earline,Zweifel,female,black,Gauteng,@Earline 28,Supersport Live Events,09/01/2016 14:52,2026-04-10T00:00:44.000Z
241871,Claud,Creager,male,white,Gauteng,@Claud 34,Trace TV,25/01/2016 15:52,2026-04-10T00:46:42.000Z
243824,None,None,None,None,None,None,Africa Magic,29/01/2016 17:53,2026-04-10T00:00:59.000Z
246335,Raymundo,Pascarella,male,coloured,Western Cape,@Raymundo 43,SuperSport Blitz,07/01/2016 21:08,2026-04-10T00:08:52.000Z
252969,Royal,Arrieta,male,coloured,Eastern Cape,@Royal 17,Trace TV,15/01/2016 14:51,2026-04-10T00:00:54.000Z
257303,Jacinto,Zweifel,male,coloured,Western Cape,@Jacinto 25,Supersport Live Events,09/01/2016 14:26,2026-04-10T00:01:52.000Z
257502,Gretta,Mosser,female,black,Limpopo,@Gretta 48,Trace TV,28/03/2016 17:44,2026-04-10T00:02:48.000Z
264705,Dia,Arrieta,female,black,Mpumalanga,@Dia 33,Africa Magic,28/03/2016 19:32,2026-04-10T00:02:46.000Z
266766,Krysta,Mastrangelo,female,black,Gauteng,@Krysta 45,Africa Magic,30/01/2016 22:06,2026-04-10T00:08:41.000Z
266792,Claud,Mcclaine,male,coloured,Gauteng,@Claud 34,ICC Cricket World Cup 2011,03/03/2016 6:34,2026-04-10T00:01:58.000Z
268737,Wilburn,Mccown,male,black,Gauteng,@Wilburn 30,Supersport Live Events,10/01/2016 20:15,2026-04-10T00:01:36.000Z
273196,None,None,None,None,None,None,E! Entertainment,25/03/2016 07:19,2026-04-10T00:00:46.000Z
273648,None,None,None,None,None,None,Africa Magic,29/03/2016 07:02,2026-04-10T00:03:54.000Z
273732,None,None,None,None,None,None,SawSee,30/03/2016 17:10,2026-04-10T00:00:09.000Z
279464,None,None,None,None,None,None,SuperSport Blitz,29/03/2016 20:38,2026-04-10T00:01:04.000Z
283746,None,None,None,None,None,None,ICC Cricket World Cup 2011,25/03/2016 14:16,2026-04-10T00:00:00.000Z
283970,None,None,None,None,None,None,Supersport Live Events,19/03/2016 15:46,2026-04-10T00:04:28.000Z
294092,None,None,None,None,None,None,Cartoon Network,14/01/2016 16:14,2026-04-10T00:00:54.000Z
301011,Robby,Caves,male,black,North West,@Robby 16,SuperSport Blitz,08/01/2016 17:03,2026-04-10T00:01:08.000Z
302333,Mellie,Creager,female,black,Gauteng,@Mellie 14,Trace TV,04/01/2016 6:04,2026-04-10T00:00:09.000Z
303194,None,None,None,None,None,None,SuperSport Blitz,08/01/2016 18:19,2026-04-10T00:04:04.000Z
304208,None,None,None,None,None,None,SuperSport Blitz,26/03/2016 17:18,2026-04-10T00:01:14.000Z
304349,Valentine,Mcclaine,male,None,None,@Valentine 47,Trace TV,16/01/2016 21:03,2026-04-10T00:05:21.000Z
304977,Desirae,Luthy,female,black,Free State,@Desirae 45,Trace TV,06/01/2016 3:41,2026-04-10T00:01:00.000Z
305730,Mellie,Creager,female,black,Kwazulu Natal,@Mellie 3,Boomerang,05/01/2016 12:24,2026-04-10T00:16:16.000Z
320909,Valentine,Mosser,male,other,Western Cape,@Valentine 47,Boomerang,04/01/2016 12:39,2026-04-10T00:01:12.000Z
325546,Cody,Slane,male,black,Mpumalanga,@Cody 12,SawSee,06/01/2016 20:03,2026-04-10T00:00:29.000Z
332788,Art,Shkreli,male,None,Gauteng,@Art 40,kykNET,18/01/2016 21:55,2026-04-10T00:00:15.000Z
334955,None,None,None,None,None,None,SawSee,06/03/2016 12:27,2026-04-10T00:00:05.000Z
341651,Haywood,Tatham,male,white,Western Cape,@Haywood 9,Cartoon Network,02/01/2016 8:04,2026-04-10T00:00:05.000Z
349851,None,None,None,None,None,None,SawSee,26/03/2016 21:04,2026-04-10T00:01:31.000Z
366496,Alissa,Woolard,female,black,Gauteng,@Alissa 14,Trace TV,02/01/2016 15:11,2026-04-10T00:09:18.000Z
366659,None,None,None,None,None,None,Supersport Live Events,19/03/2016 17:26,2026-04-10T00:44:56.000Z
370331,Epifania,Crotty,female,white,Gauteng,@Epifania 6,ICC Cricket World Cup 2011,24/02/2016 10:10,2026-04-10T00:03:40.000Z
370637,Valentine,Martello,male,coloured,Western Cape,@Valentine 47,Supersport Live Events,18/01/2016 13:58,2026-04-10T00:31:06.000Z
371772,Nubia,Sytsma,female,indian_asian,Eastern Cape,@Nubia 4,Channel O,09/01/2016 15:38,2026-04-10T00:00:00.000Z
375502,Markus,Condie,male,indian_asian,Limpopo,@Markus 19,Boomerang,18/02/2016 04:25,2026-04-10T00:00:04.000Z
375711,Dee,Curran,male,white,Gauteng,@Dee 21,Trace TV,08/01/2016 11:27,2026-04-10T00:01:54.000Z
378123,None,None,None,None,None,None,Boomerang,03/01/2016 8:13,2026-04-10T00:00:49.000Z
390286,Lloyd,Mccown,male,None,Kwazulu Natal,@Lloyd 7,Supersport Live Events,04/01/2016 23:16,2026-04-10T00:00:08.000Z
390361,Minerva,Marek,female,coloured,Gauteng,@Minerva 20,Channel O,18/02/2016 00:36,2026-04-10T00:00:42.000Z
393552,Garry,Hoadley,male,coloured,Western Cape,@Garry 28,Supersport Live Events,29/01/2016 19:06,2026-04-10T00:48:46.000Z
394624,Emerson,Pilot,male,white,Mpumalanga,@Emerson 24,Boomerang,07/03/2016 5:21,2026-04-10T00:03:31.000Z
397995,Samuel,Mina,male,black,Gauteng,@Samuel 26,Vuzu,23/01/2016 22:33,2026-04-10T00:00:25.000Z
404205,Wilton,Leicht,male,black,Kwazulu Natal,@Wilton 41,Supersport Live Events,09/01/2016 15:34,2026-04-10T01:04:54.000Z
411036,Eula,Mccown,female,white,Western Cape,@Eula 39,Supersport Live Events,06/01/2016 12:09,2026-04-10T00:00:16.000Z
411548,Shane,Roquemore,male,black,Kwazulu Natal,@Shane 2,Cartoon Network,03/01/2016 5:29,2026-04-10T00:00:47.000Z
412331,None,None,None,None,None,None,E! Entertainment,04/01/2016 18:31,2026-04-10T00:00:42.000Z
422095,None,None,None,None,None,None,ICC Cricket World Cup 2011,30/03/2016 14:24,2026-04-10T00:00:24.000Z
426407,Irving,Jacox,male,None,Western Cape,@Irving 5,Supersport Live Events,06/01/2016 12:03,2026-04-10T00:24:22.000Z
427849,None,None,None,None,None,None,Cartoon Network,11/01/2016 14:03,2026-04-10T00:01:05.000Z
432435,Cory,Woolard,male,black,Kwazulu Natal,@Cory 10,Supersport Live Events,05/01/2016 20:18,2026-04-10T00:40:14.000Z
433262,Carter,Biggers,male,black,Limpopo,@Carter 3,Channel O,21/01/2016 21:26,2026-04-10T00:01:48.000Z
436474,Lillie,Langenfeld,female,black,Gauteng,@Lillie 11,Africa Magic,08/01/2016 12:46,2026-04-10T00:04:59.000Z
440632,Gretta,Mosser,female,coloured,Western Cape,@Gretta 33,SuperSport Blitz,25/01/2016 16:15,2026-04-10T00:02:02.000Z
443916,Bess,Jacox,female,white,Gauteng,@Bess 6,SawSee,15/01/2016 03:37,2026-04-10T00:03:13.000Z
447555,Cory,Singer,male,black,Mpumalanga,@Cory 10,Africa Magic,09/01/2016 9:25,2026-04-10T00:13:18.000Z
453480,None,None,None,None,None,None,Africa Magic,28/03/2016 08:48,2026-04-10T00:00:44.000Z
457259,None,None,None,None,None,None,Channel O,12/01/2016 8:11,2026-04-10T00:28:48.000Z
460303,None,None,None,None,None,None,Cartoon Network,22/01/2016 16:30,2026-04-10T00:01:15.000Z
469412,Stacy,Sieren,male,None,Western Cape,@Stacy 27,Supersport Live Events,08/01/2016 16:18,2026-04-10T00:02:22.000Z
469821,Cory,Arrieta,male,black,Gauteng,@Cory 10,Channel O,10/01/2016 12:43,2026-04-10T00:03:30.000Z
474745,Garry,Shkreli,male,black,Limpopo,@Garry 28,Channel O,20/01/2016 13:44,2026-04-10T00:14:09.000Z
478172,Loyd,Mcculloch,male,white,North West,@Loyd 49,Boomerang,10/01/2016 10:53,2026-04-10T00:03:03.000Z
480591,None,None,None,None,None,None,Supersport Live Events,26/03/2016 05:17,2026-04-10T00:08:04.000Z
481770,Filiberto,Hoadley,male,indian_asian,Kwazulu Natal,@Filiberto 4,Trace TV,14/01/2016 05:01,2026-04-10T00:16:12.000Z
483783,None,None,None,None,None,None,Trace TV,30/03/2016 05:16,2026-04-10T00:01:00.000Z
488096,Stacy,Paradis,male,black,Gauteng,@Stacy 27,Channel O,24/01/2016 12:16,2026-04-10T00:03:42.000Z
489828,None,None,None,None,None,None,ICC Cricket World Cup 2011,15/03/2016 10:25,2026-04-10T00:06:30.000Z
491723,Lloyd,Mccollum,male,coloured,Western Cape,@Lloyd 7,CNN,18/02/2016 20:48,2026-04-10T02:19:32.000Z
491753,Desirae,Luthy,female,white,Kwazulu Natal,@Desirae 47,Supersport Live Events,05/01/2016 14:41,2026-04-10T01:20:38.000Z
492769,Loyd,Wigfall,male,black,Gauteng,@Loyd 49,Channel O,14/01/2016 17:03,2026-04-10T00:01:33.000Z
492897,Samuel,Sytsma,male,coloured,Mpumalanga,@Samuel 26,Trace TV,18/01/2016 23:01,2026-04-10T00:02:18.000Z
496120,Hollis,Crotty,male,black,Free State,@Hollis 38,SawSee,04/03/2016 18:38,2026-04-10T00:00:05.000Z
499367,Brendan,Mosser,male,black,Western Cape,@Brendan 45,Trace TV,06/01/2016 16:39,2026-04-10T00:01:18.000Z
507286,Yolonda,Pascarella,female,None,Eastern Cape,@Yolonda 32,Boomerang,03/01/2016 15:00,2026-04-10T00:49:11.000Z
511233,None,None,None,None,None,None,SuperSport Blitz,09/01/2016 20:56,2026-04-10T00:47:42.000Z
512519,Haywood,Crotty,male,black,Gauteng,@Haywood 9,Africa Magic,10/01/2016 20:03,2026-04-10T00:00:25.000Z
517144,Cody,Mastrangelo,male,black,Mpumalanga,@Cody 12,SawSee,21/01/2016 12:31,2026-04-10T00:00:17.000Z
519784,None,None,None,None,None,None,Supersport Live Events,18/01/2016 19:34,2026-04-10T00:05:12.000Z
520552,Shelley,Reisinger,female,black,Eastern Cape,@Shelley 30,Cartoon Network,10/01/2016 19:23,2026-04-10T00:36:21.000Z
521247,Hollis,Marek,male,black,Mpumalanga,@Hollis 38,Channel O,08/01/2016 12:25,2026-04-10T00:04:48.000Z
522890,None,None,None,None,None,None,E! Entertainment,07/01/2016 18:35,2026-04-10T00:00:28.000Z
530287,Brendan,Langenfeld,male,indian_asian,Mpumalanga,@Brendan 45,SuperSport Blitz,18/01/2016 13:42,2026-04-10T00:00:50.000Z
530321,Tiffani,Pilot,female,black,Limpopo,@Tiffani 38,SuperSport Blitz,26/01/2016 06:47,2026-04-10T00:00:42.000Z
530495,Nubia,Sytsma,female,black,Gauteng,@Nubia 40,SawSee,09/01/2016 17:20,2026-04-10T00:00:17.000Z
531053,Hollis,Marek,male,coloured,Western Cape,@Hollis 38,Cartoon Network,11/01/2016 7:09,2026-04-10T00:02:17.000Z
533013,Lloyd,Pilot,male,coloured,Eastern Cape,@Lloyd 7,Supersport Live Events,11/01/2016 15:52,2026-04-10T00:00:30.000Z
534080,Shane,Luthy,male,white,Eastern Cape,@Shane 2,Trace TV,07/01/2016 9:51,2026-04-10T00:02:36.000Z
536151,Lillian,Borelli,female,white,Western Cape,@Lillian 23,Cartoon Network,11/01/2016 14:15,2026-04-10T00:00:54.000Z
539176,Brendan,Sieren,male,None,Western Cape,@Brendan 45,CNN,19/01/2016 19:26,2026-04-10T00:05:00.000Z
542553,Jared,Marek,male,coloured,Western Cape,@Jared 50,Cartoon Network,12/01/2016 7:53,2026-04-10T00:00:55.000Z
543441,Stephen,Zweifel,male,white,Gauteng,@Stephen 15,Supersport Live Events,05/01/2016 8:49,2026-04-10T00:03:50.000Z
543495,Loyd,Langenfeld,male,white,Gauteng,@Loyd 49,Channel O,22/01/2016 08:29,2026-04-10T00:01:09.000Z
549030,Valentine,Curran,male,None,Western Cape,@Valentine 47,E! Entertainment,02/01/2016 8:46,2026-04-10T00:06:18.000Z
549032,Stephen,Borelli,male,black,Gauteng,@Stephen 15,Boomerang,12/01/2016 21:33,2026-04-10T00:10:15.000Z
549789,Dion,Zweifel,male,black,Gauteng,@Dion 33,Channel O,22/01/2016 14:32,2026-04-10T00:10:03.000Z
549843,Shandra,Mccollum,female,black,North West,@Shandra 26,Boomerang,06/01/2016 6:00,2026-04-10T00:00:00.000Z
549969,Stacy,Pool,male,indian_asian,Mpumalanga,@Stacy 27,Supersport Live Events,24/03/2016 08:43,2026-04-10T00:00:50.000Z
551249,None,None,None,None,None,None,ICC Cricket World Cup 2011,24/02/2016 10:21,2026-04-10T00:03:50.000Z
552589,Markus,Curran,male,None,Gauteng,@Markus 19,Cartoon Network,16/01/2016 05:33,2026-04-10T00:00:32.000Z
555618,Kip,Mccollum,male,coloured,Eastern Cape,@Kip 14,Boomerang,16/01/2016 18:29,2026-04-10T00:01:15.000Z
559277,Wilton,Creager,male,None,Western Cape,@Wilton 41,E! Entertainment,01/01/2016 13:04,2026-04-10T00:01:36.000Z
568131,Art,Crotty,male,black,Gauteng,@Art 40,Africa Magic,07/01/2016 13:35,2026-04-10T00:05:25.000Z
573660,None,None,None,None,None,None,CNN,31/03/2016 11:31,2026-04-10T00:04:12.000Z
575079,Samuel,Holt,male,black,Kwazulu Natal,@Samuel 26,Africa Magic,01/01/2016 18:11,2026-04-10T00:01:44.000Z
575863,Carter,Arrieta,male,white,Mpumalanga,@Carter 3,DStv Events 1,01/01/2016 13:12,2026-04-10T00:01:55.000Z
575881,Hugh,Shkreli,male,coloured,Western Cape,@Hugh1,Supersport Live Events,09/01/2016 13:38,2026-04-10T00:01:32.000Z
576231,Emerson,Paradis,male,black,Kwazulu Natal,@Emerson 24,Trace TV,03/01/2016 21:27,2026-04-10T00:01:12.000Z
578540,Samuel,Borelli,male,black,Eastern Cape,@Samuel 26,CNN,23/01/2016 12:06,2026-04-10T00:00:03.000Z
580854,None,None,None,None,None,None,Cartoon Network,27/03/2016 16:59,2026-04-10T01:04:58.000Z
581681,Randy,Vital,male,white,Gauteng,@Randy 39,Trace TV,02/01/2016 12:57,2026-04-10T00:08:42.000Z
